description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 1341: Family witness a large, hair covered creature eating food from their garden.  | Class A | Hancock County 	1975-07-01T12:00:00Z	-89.61109999999999	30.2464	1341	A	28045	Hancock	MS
Report 1342: Child sees a large, dark face staring at him from the bushes.  | Class A | Lauderdale County 	1977-04-30T12:00:00Z	-88.74805000000001	32.3372	1342	A	28075	Lauderdale	MS
Report 1344: while playing tag with several other children witness saw a white hairy creature.  | Class A | Lowndes County 	1978-08-06T12:00:00Z	-88.40335	33.50025	1344	A	28087	Lowndes	MS
Report 1345: creature leaned on the hood of a car.  | Class A | Panola County 	1997-10-16T12:00:00Z	-89.845	34.31605	1345	A	28107	Panola	MS
Report 4681: Nighttime sighting by teens, near Meridian | Class A | Lauderdale County 	1975-08-14T12:00:00Z	-88.7496	32.2714	4681	A	28075	Lauderdale	MS
Report 4767: Brothers have nighttime sighting near Leaf River Wildlife Management Area | Class A | George County 	2005-01-13T12:00:00Z	-89.0338	30.97675	4767	A	28111	Perry	MS
Report 8732: Motorist has late night sighting of a light colored creature on rural highway | Class A | Bolivar County 	2005-01-30T12:00:00Z	-90.8022	33.56555	8732	A	28011	Bolivar	MS
Report 12122: Morning sighting by hunter in Homochitto National Forest near Knoxville | Class A | Franklin County 	1979-11-28T12:00:00Z	-91.08505	31.39275	12122	A	28037	Franklin	MS
Report 12290: Motorists have early morning sighting near Enterprise | Class A | Clarke County 	2004-06-15T12:00:00Z	-88.864	32.1806	12290	A	28023	Clarke	MS
Report 13494: Sundown sighting near Tishomingo State Park | Class A | Tishomingo County 	2006-01-05T12:00:00Z	-88.19893999999999	34.60905	13494	A	28141	Tishomingo	MS
Report 13918: Night time sighting by motorists on Highway 512 near Elwood (driver's observation) | Class A | Clarke County 	1987-10-10T12:00:00Z	-88.77015	32.036	13918	A	28023	Clarke	MS
Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation) | Class A | Clarke County 	1987-10-10T12:00:00Z	-88.77015	32.036	14144	A	28023	Clarke	MS
Report 27012: Witnesses tell of a sighting they had as teenagers outside Jackson - w/sketch by artist | Class A | Hinds County 	1979-10-10T12:00:00Z	-90.19371	32.40191	27012	A	28089	Madison	MS
Report 1454: Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l Forest | Class A | Gallatin County 	1993-06-03T12:00:00Z	-111.125	45.22417000000001	1454	A	30031	Gallatin	MT
Report 1517: Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation | Class A | Glacier County 	1982-10-02T12:00:00Z	-113.1236	48.36139	1517	A	30035	Glacier	MT
Report 1519: Boys observe hairy man-like creature several times | Class A | Lewis And Clark County 	1982-06-30T12:00:00Z	-112.7031	47.04333	1519	A	30049	Lewis and Clark	MT
Report 1530: Fly Fisherman sees a hairy bipedal creature while trout fishing | Class A | Lewis And Clark County 	1977-08-16T12:00:00Z	-111.8861	46.76472	1530	A	30049	Lewis and Clark	MT
Report 1614: Young horseback rider has a face-to-face encounter in the Rattlesnake Wilderness Area | Class A | Missoula County 	1977-07-14T12:00:00Z	-113.8381	46.97694000000001	1614	A	30063	Missoula	MT
Report 1693: While scouting a timbered hill at 7000', hikers see a bipedal animal stand up & walk away | Class A | Park County 	1989-05-20T12:00:00Z	-110.3308	46.01833	1693	A	30067	Park	MT
Report 1695: Motorist sees long-haired upright animal walking across snow-covered road | Class A | Richland County 	1979-12-31T12:00:00Z	-104.1922	47.70667	1695	A	30083	Richland	MT
Report 2995: A van driver and passenger observe a large animal walking | Class A | Park County 	2001-08-22T12:00:00Z	-110.8069	45.66722	2995	A	30031	Gallatin	MT
Report 5627: Woman reports afternoon sighting | Class A | Lewis And Clark County 	1994-07-12T12:00:00Z	-112.702	46.83284999999999	5627	A	30049	Lewis and Clark	MT
Report 6170: Boy Scouts watch creature eating leaves along Dearborn River | Class A | Lewis And Clark County 	2004-01-18T12:00:00Z	-111.9094	47.12806	6170	A	30049	Lewis and Clark	MT
Report 8999: Woman reports riverbank sighting  | Class A | Sanders County 	2004-03-14T12:00:00Z	-115.3903	47.62167	8999	A	30089	Sanders	MT
Report 9873: Woman reports sighting at the edge of backyard | Class A | Missoula County 	2004-07-20T12:00:00Z	-114.0717	47.06032	9873	A	30063	Missoula	MT
Report 13383: Hunting guide recalls an encouter with a Bigfoot crouching behind a root ball in Bowls Creek | Class A | Ravalli County 	1991-10-11T12:00:00Z	-113.1198	46.02961999999999	13383	A	30023	Deer Lodge	MT
Report 17292: Late night sighting by motorist near Decker Montana | Class A | Big Horn County 	2007-01-15T12:00:00Z	-106.8331	45.0262	17292	A	30003	Big Horn	MT
Report 21839: Trucker couple report daytime road-crossing sighting near Sula | Class A | Ravalli County 	2005-09-20T12:00:00Z	-114.0125	45.82285	21839	A	30081	Ravalli	MT
Report 25662: Hiker spots a bigfoot in the mountains east of Butte | Class A | Silver Bow County 	2007-08-15T12:00:00Z	-112.4554	45.97540000000001	25662	A	30093	Silver Bow	MT
Report 33257: Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191 | Class A | Phillips County 	2011-01-08T12:00:00Z	-108.6873	47.66724	33257	A	30071	Phillips	MT
Report 36281: Close daylight sighting by a fisherman near White Sulphur Springs | Class A | Meagher County 	2010-05-29T12:00:00Z	-110.7781	46.76389	36281	A	30059	Meagher	MT
Report 40524: Photo taken of a possible print near Lake Esler and memory told of a daylight sighting near Deerhead Lake | Class A | Beaverhead County 	2012-06-24T12:00:00Z	-112.9707	45.3705	40524	A	30001	Beaverhead	MT
Report 1939: Youth's presence startles unknown animal | Class A | Onslow County 	1965-10-01T12:00:00Z	-77.2914	34.6894	1939	A	37133	Onslow	NC
Report 3332: Motorist slams on his brakes when a 4-5' brown shaggy creature steps in front of his car near Hendersonville | Class A | Henderson County 	1983-04-15T12:00:00Z	-82.443	35.33975	3332	A	37089	Henderson	NC
Report 3333: Large creature turned and stared at couple | Class A | Macon County 	1973-10-01T12:00:00Z	-83.28265	35.2483	3333	A	37099	Jackson	NC
Report 3335: Deer hunter witnesses a large, gorilla like animal | Class A | Pasquotank County 	1982-10-01T12:00:00Z	-76.29115	36.3715	3335	A	37139	Pasquotank	NC
Report 3337: Woman witnesses a 7 foot tall, silver-black sasquatch while driving | Class A | Stanly County 	1994-11-30T12:00:00Z	-80.26915	35.2256	3337	A	37167	Stanly	NC
Report 3439: Young boy startles creature under house porch.   | Class A | Yadkin County 	1971-10-01T12:00:00Z	-80.7704	36.09945	3439	A	37197	Yadkin	NC
Report 4676: Nighttime sighting by a man and his sister on road near Smithfield.                                                     | Class A | Johnston County 	2002-07-14T12:00:00Z	-78.40479999999999	35.5311	4676	A	37101	Johnston	NC
Report 6267: Two young men are confronted in broad daylight by a large creature near Falcon | Class A | Sampson County 	1976-11-15T12:00:00Z	-78.63611	35.18637	6267	A	37163	Sampson	NC
Report 7246: Hunter has daytime sighting near Shocco Creek | Class A | Warren County 	1983-11-15T12:00:00Z	-78.09365	36.21335	7246	A	37185	Warren	NC
Report 7393: Teenage boys have sighting at night near Lake Myers | Class A | Davie County 	1977-08-15T12:00:00Z	-80.62820000000001	35.91965	7393	A	37059	Davie	NC
Report 8804: Man has afternoon sighting and finds scat on his property near Flat River | Class A | Person County 	1997-11-15T12:00:00Z	-79.03025	36.31625	8804	A	37145	Person	NC
Report 8983: Campers have morning sighting in Uwharrie National Forest | Class A | Montgomery County 	2004-06-12T12:00:00Z	-80.0616	35.4449	8983	A	37123	Montgomery	NC
Report 9750: Motorist observes bipedal animal shaking a pecan tree near Camp LeJeune. | Class A | Onslow County 	1999-07-16T12:00:00Z	-77.50434	34.53784	9750	A	37133	Onslow	NC
Report 10608: Deer hunter watches large upright walking animal on Butler Knob. | Class A | Cleveland County 	1972-11-18T12:00:00Z	-81.5917	35.6267	10608	A	37023	Burke	NC
Report 13492: Family describes incidents in Pisgah Nat. Forest ;  NC-06 Exped notes | Class A | Madison County 	2005-07-05T12:00:00Z	-82.82899999999999	35.892	13492	A	37115	Madison	NC
Report 13663: Daylight sighting by hunters near Windsor | Class A | Bertie County 	1989-11-11T12:00:00Z	-76.946	35.998	13663	A	37015	Bertie	NC
Report 14801: Daylight sighting by fishermen on Broad River | Class A | Rutherford County 	1991-03-15T12:00:00Z	-82.28700000000001	35.451	14801	A	37089	Henderson	NC
Report 15108: Adult recounters childhood sighting on Black Mountain | Class A | Buncombe County 	1991-11-17T12:00:00Z	-82.321	35.618	15108	A	37021	Buncombe	NC
Report 15492: Road-crossing sighting by motorist on Hwy 220 north of Candor | Class A | Montgomery County 	1990-06-30T12:00:00Z	-79.75644	35.30773	15492	A	37123	Montgomery	NC
Report 18516: Daylight sighting by farmer (and children) plowing field next to the Yadkin River | Class A | Davidson County 	2007-04-09T12:00:00Z	-80.375	35.75	18516	A	37057	Davidson	NC
Report 24334: While training a U.S. Marine witnesses a large creature near Camp LeJuene | Class A | Onslow County 	2005-02-10T12:00:00Z	-77.23759	34.40434	24334	A	ERROR	ERROR	ERROR
Report 26076: Woman recalls watching a bigfoot cross the road while riding with her mother near Rocky Mount | Class A | Nash County 	1979-07-18T12:00:00Z	-77.90525	36.0089	26076	A	37127	Nash	NC
Report 27908: Man recalls his 1978 close encounter with a large hair covered creature in Wilkesboro | Class A | Wilkes County 	1978-08-24T12:00:00Z	-81.30889000000001	36.31126	27908	A	37193	Wilkes	NC
Report 29024: Daylight sighting of a bipedal animal by a motorist near Linville | Class A | Avery County 	2010-11-09T12:00:00Z	-81.92928999999999	35.88561	29024	A	37111	McDowell	NC
Report 30735: Hunter in tree stand recalls startling early morning observation near Ft. Bragg | Class A | Hoke County 	1995-10-14T12:00:00Z	-79.21278	35.18083	30735	A	37093	Hoke	NC
Report 30757: Driver & passenger observe late night road crossing near Spruce Pine | Class A | Mcdowell County 	2009-09-30T12:00:00Z	-82.05007999999999	35.85107	30757	A	37111	McDowell	NC
Report 30860: Daylight sighting by camper at Black Mountain Campground near Blue Ridge Parkway | Class A | Yancey County 	2011-08-21T12:00:00Z	-82.22121	35.75278	30860	A	37199	Yancey	NC
Report 31303: Early morning traveler recalls roadway sighting near Holly Ridge | Class A | Onslow County 	1983-10-02T12:00:00Z	-77.53445000000001	34.50917	31303	A	37133	Onslow	NC
Report 31994: Late night sighting by boy walking near Mills River | Class A | Henderson County 	2009-07-20T12:00:00Z	-82.56715	35.41939	31994	A	37089	Henderson	NC
Report 41508: Motorist observes large hairy biped in the late afternoon near Taylorsville | Class A | Alexander County 	2013-06-12T12:00:00Z	-81.03185000000001	35.94647	41508	A	37003	Alexander	NC
Report 42999: Law Enforcement Officer observes large figure along river bank while hunting for deer near Pin Hook | Class A | Duplin County 	2011-11-19T12:00:00Z	-77.85507	34.78052	42999	A	37061	Duplin	NC
Report 751: Hunter describes described being stalked near Minot | Class A | Ward County 	2000-04-21T12:00:00Z	-101.3166	48.25421999999999	751	A	38101	Ward	ND
Report 8165: Rash of sighting reports from multiple witnesses | Class A | Mountrail County 	2004-02-22T12:00:00Z	-102.701	47.72964	8165	A	38053	McKenzie	ND
Report 12562: Multiple witness sighting near White Shield | Class A | McLean County 	2005-08-27T12:00:00Z	-101.8886	47.71188000000001	12562	A	38055	McLean	ND
Report 1149: Late Afternoon sighting by motorist near Blue Springs | Class A | Gage County 	1974-09-30T12:00:00Z	-96.74320000000002	40.1399	1149	A	31067	Gage	NE
Report 1152: Hunter has evening sighting near Bazile Creek State Wildlife Management Area. | Class A | Knox County 	1979-09-15T12:00:00Z	-97.97573	42.76609	1152	A	31107	Knox	NE
Report 1155: Newspaper account of an encounter with an unknown creature near Salt Creek | Class A | Lancaster County 	1980-06-30T12:00:00Z	-96.68239999999999	40.84792	1155	A	31109	Lancaster	NE
Report 7809: Teen has nighttime sighting near Fontenelle Forest | Class A | Sarpy County 	2005-01-06T12:00:00Z	-95.88	41.134	7809	A	31153	Sarpy	NE
Report 12482: Various sightings by residents near the Missouri River | Class A | Douglas County 	2005-08-13T12:00:00Z	-95.91999999999999	41.238	12482	A	31055	Douglas	NE
Report 15615: Creature seen walking across pasture in daylight north of Grand Island | Class A | Howard County 	2008-08-15T12:00:00Z	-98.22575999999999	41.55099	15615	A	31011	Boone	NE
Report 25012: Woman recalls an encounter as a child, in an alley in the town of Valentine | Class A | Cherry County 	1957-09-18T12:00:00Z	-100.5501	42.87331	25012	A	31031	Cherry	NE
Report 25241: Nighttime sighting by a motorist on a road south of Crawford | Class A | Dawes County 	1996-07-05T12:00:00Z	-103.398	42.5893	25241	A	31045	Dawes	NE
Report 2271: Night time sighting by New Brunswick resident near Lawrence Brook | Class A | Middlesex County 	2005-12-11T12:00:00Z	-74.4611	40.478	2271	A	34023	Middlesex	NJ
Report 2750: Driving along a secluded road at night, couple's car almost strikes creature crossing road | Class A | Somerset County 	2004-04-23T12:00:00Z	-74.6215	40.7446	2750	A	34027	Morris	NJ
Report 10046: Small group observed in a remote part of Essex County Swamp, around noon. | Class A | Essex County 	1971-10-16T12:00:00Z	-74.29179999999999	40.8959	10046	A	34013	Essex	NJ
Report 10918: Hunter has early morning encounter 8 miles north of Riverdale | Class A | Passaic County 	2005-12-10T12:00:00Z	-74.321	41.08335	10918	A	34031	Passaic	NJ
Report 11168: Late night sighting by motorists in Crosswicks | Class A | Burlington County 	2005-12-10T12:00:00Z	-74.68134999999999	40.16465	11168	A	34005	Burlington	NJ
Report 12065: Group observes animal in daylight, one mile from Federal Hill near Riverdale | Class A | Morris County 	2005-12-10T12:00:00Z	-74.3249	40.9934	12065	A	34027	Morris	NJ
Report 14143: Night sighting by motorists near Garden State Parkway, exit 52 | Class A | Burlington County 	1998-07-15T12:00:00Z	-74.43445	39.60835	14143	A	34005	Burlington	NJ
Report 16308: Man describes sighting during teen years in Alaire State Park | Class A | Monmouth County 	2006-10-18T12:00:00Z	-32400	40.16471	16308	A	ERROR	ERROR	ERROR
Report 16701: Nighttime encounter at a garbage dumpster in Hamburg, near the Delware Water Gap. | Class A | Sussex County 	1997-11-15T12:00:00Z	-74.59959000000001	41.14652	16701	A	34037	Sussex	NJ
Report 17550: Nighttime sighting by motorist near Mansfield | Class A | Warren County 	2007-03-31T12:00:00Z	-74.85561	40.8192	17550	A	34041	Warren	NJ
Report 29139: Afternoon sighting while hiking at Mahlon Dickerson Reservation | Class A | Morris County 	2013-02-15T12:00:00Z	-74.57013000000001	41.01941	29139	A	34027	Morris	NJ
Report 1918: Nighttime sightings on Mescalero IR | Class A | Otero County 	2001-08-06T12:00:00Z	-105.7395	33.27735	1918	A	35035	Otero	NM
Report 4538: Early evening sighting in meadow near Narbona Pass in the Chuska Mountains | Class A | San Juan County 	2002-06-15T12:00:00Z	-108.87	36.126	4538	A	35045	San Juan	NM
Report 8409: Sasquatch reaches into tent of adult camper | Class A | Rio Arriba County 	1983-05-07T12:00:00Z	-106.8803	35.98475	8409	A	35043	Sandoval	NM
Report 10114: A few witnesses see something reach through an open window in Mescalero N.M. | Class A | Otero County 	2004-07-26T12:00:00Z	-105.7947	33.15405	10114	A	35035	Otero	NM
Report 10266: Witness sees unknown animal cross dirt road near New Mexico State Route 264 | Class A | McKinley County 	2002-09-17T12:00:00Z	-108.8676	35.63736	10266	A	35031	McKinley	NM
Report 10349: Motorist has nighttime sighting below Raton Pass | Class A | Colfax County 	2005-01-23T12:00:00Z	-104.4801	36.9934	10349	A	35007	Colfax	NM
Report 11109: Close range night time sighting by water hauler near Gobernador (on BLM land). | Class A | Rio Arriba County 	2005-01-10T12:00:00Z	-107.3956	36.72065	11109	A	35039	Rio Arriba	NM
Report 11526: Water hauler has late night encounter | Class A | Rio Arriba County 	2004-12-15T12:00:00Z	-107.6021	36.7474	11526	A	35039	Rio Arriba	NM
Report 11589: Mother and daughter see creature from the road | Class A | San Juan County 	2003-10-19T12:00:00Z	-109.0612	36.39135	11589	A	04001	Apache	AZ
Report 12542: River guide sees skinny bigfoot at dusk | Class A | San Juan County 	2002-03-16T12:00:00Z	-108.7608	36.81315	12542	A	35045	San Juan	NM
Report 12994: Man observes creature walking across road. | Class A | McKinley County 	2005-11-03T12:00:00Z	-107.9978	35.58565	12994	A	35031	McKinley	NM
Report 26414: Daytime sighting by two men while driving near Narbona Pass | Class A | San Juan County 	2009-05-12T12:00:00Z	-108.892	36.08089	26414	A	35045	San Juan	NM
Report 28886: Couple driving home has night time sighting near Tres Piedras | Class A | Taos County 	2011-02-20T12:00:00Z	-105.9678	36.65339	28886	A	35055	Taos	NM
Report 28964: Motorist has close-range encounter with large, hairy biped south of Thoreau | Class A | McKinley County 	2011-03-07T12:00:00Z	-108.2034	35.37201	28964	A	35031	McKinley	NM
Report 34460: A large biped seen in headlights on a moonlit night in the Chuska Mountains | Class A | McKinley County 	2011-07-16T12:00:00Z	-108.84	36.0605	34460	A	35045	San Juan	NM
Report 43399: Scientist skeptic has early morning encounter behind gas station near Las Vegas, NM | Class A | San Miguel County 	2013-10-18T12:00:00Z	-105.2526	35.52162	43399	A	35047	San Miguel	NM
Report 3455: Two security guards see a creature outside of Gold Hill | Class A | Storey County 	1980-09-15T12:00:00Z	-119.6564	39.29056	3455	A	32029	Storey	NV
Report 5697: Three boys encounter sasquatch in eroded terrain | Class A | Washoe County 	1972-08-15T12:00:00Z	-119.6665	39.679	5697	A	32031	Washoe	NV
Report 5909: Two Hikers Have Close Encounter Near Genoa | Class A | Douglas County 	1984-09-15T12:00:00Z	-119.8458	39.00056	5909	A	32005	Douglas	NV
Report 22386: Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn. | Class A | Esmeralda County 	2004-10-15T12:00:00Z	-118.325	37.8583	22386	A	32009	Esmeralda	NV
Report 7368: Morning sighting by deer hunter near Naples | Class A | Ontario County 	2006-10-07T12:00:00Z	-77.4028	42.6153	7368	A	36069	Ontario	NY
Report 8953: Multiple observations over three year span | Class A | Delaware County 	2003-03-01T12:00:00Z	-75.0116	42.36176	8953	A	36025	Delaware	NY
Report 10136: Close roadside observation of female upright animal along country road | Class A | Tioga County 	2001-10-22T12:00:00Z	-75.64852999999999	42.1174	10136	A	36007	Broome	NY
Report 10289: Two people in canoe see creature on shoreline | Class A | Essex County 	1996-08-15T12:00:00Z	-74.14588999999999	44.26646	10289	A	36033	Franklin	NY
Report 11688: Husband and wife see animal near garbage dump | Class A | Orleans County 	2003-01-15T12:00:00Z	-78.23962	43.34806	11688	A	36073	Orleans	NY
Report 11726: Witness has two encounters with an animal near Genesee River | Class A | Allegany County 	1998-02-01T12:00:00Z	-77.93120999999999	42.09785	11726	A	36003	Allegany	NY
Report 11841: Two young boys see crouching animal | Class A | Putnam County 	1980-08-21T12:00:00Z	-73.7171	41.5036	11841	A	36079	Putnam	NY
Report 12388: Women sees tall animal pass by her bedroom window in morning daylight (8:00 AM). | Class A | Otsego County 	2004-05-31T12:00:00Z	-75.3811	42.32921	12388	A	36077	Otsego	NY
Report 12709: Daylight sighting by hiker outside Middleport | Class A | Niagara County 	2002-09-21T12:00:00Z	-78.54224000000001	43.19501	12709	A	36063	Niagara	NY
Report 13288: Daylight sighting by turkey hunter near Napoli | Class A | Cattaraugus County 	2004-10-15T12:00:00Z	-78.82683	42.15947	13288	A	36009	Cattaraugus	NY
Report 13662: Daylight sighting near a railroad bed and the Canisteo River | Class A | Steuben County 	1980-04-21T12:00:00Z	-77.60525	42.28045	13662	A	36101	Steuben	NY
Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town) | Class A | Otsego County 	1973-08-01T12:00:00Z	-74.8865	42.56379	13874	A	36077	Otsego	NY
Report 18122: Morning sighting by motorist at railroad crossing near Median | Class A | Orleans County 	1997-04-15T12:00:00Z	-78.3253	43.22649	18122	A	36073	Orleans	NY
Report 26205: Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck | Class A | Dutchess County 	2010-02-15T12:00:00Z	-73.87915	41.94512	26205	A	36027	Dutchess	NY
Report 26566: Man observes tall, white hair-covered creature during a family gathering near Lake Ontario | Class A | Wayne County 	2003-09-20T12:00:00Z	-76.89331	43.27314	26566	A	36117	Wayne	NY
Report 359: Daylight sighting by motorcyclist near Atwater | Class A | Portage County 	2000-08-01T12:00:00Z	-81.11642000000001	40.98596	359	A	39151	Stark	OH
Report 374: Two women driving to work are surprised to see a very large hair covered biped running along the side of their car.  | Class A | Noble County 	1977-02-01T12:00:00Z	-81.27132	39.88653	374	A	39121	Noble	OH
Report 378: Sighting by woman visiting an old rural cemetery, near Logan | Class A | Hocking County 	2000-07-11T12:00:00Z	-82.36887	39.58157	378	A	39073	Hocking	OH
Report 841: Boy has several late night encounters near Sidney | Class A | Shelby County 	1982-11-01T12:00:00Z	-84.18491	40.24354	841	A	39149	Shelby	OH
Report 878: Hikers spot white bigfoot at Higbanks Park outside Columbus, OH | Class A | Delaware County 	1989-08-15T12:00:00Z	-83.02854000000001	40.15002	878	A	39041	Delaware	OH
Report 1117: Daytime sighting by two witnesses, near Geneva, at the end of Timberwoods Rd | Class A | Ashtabula County 	2000-12-28T12:00:00Z	-80.88494	41.72134	1117	A	39007	Ashtabula	OH
Report 1507: Witness hears loud noise outside bedroom window, observes bipedal animal running away | Class A | Jefferson County 	1981-11-01T12:00:00Z	-80.77387	40.36957	1507	A	39081	Jefferson	OH
Report 1625: Children have daytime close encounter near Sparta; UPDATED with Witness Sketch | Class A | Morrow County 	1977-06-01T12:00:00Z	-82.69884	40.38609	1625	A	39117	Morrow	OH
Report 1750: Large furry head about 12" by 18" looked in the back door.  | Class A | Clark County 	1993-09-15T12:00:00Z	-83.95184	39.92104	1750	A	39023	Clark	OH
Report 1751: Latenight encounter while camping, then morning vocalizations heard | Class A | Clark County 	1998-10-15T12:00:00Z	-83.94906	39.85461	1751	A	39023	Clark	OH
Report 1755: Driver sees a tall (about 7-8ft), fur covered biped along roadside | Class A | Clark County 	2000-10-15T12:00:00Z	-83.96562	39.86096	1755	A	39023	Clark	OH
Report 1756: Deer Hunter sees large, bipedal, fur covered man-like critter run by in early morning encounter | Class A | Clark County 	2000-11-24T12:00:00Z	-83.96123	39.89216	1756	A	39023	Clark	OH
Report 1851: Two men see see a hairy creature running into woods | Class A | Stark County 	2001-02-24T12:00:00Z	-81.25767999999999	40.77789	1851	A	39151	Stark	OH
Report 2450: While hiking with friends, eleven year old girl almost runs into 6' hairy creature | Class A | Perry County 	1978-06-01T12:00:00Z	-82.29161999999999	39.78594	2450	A	39127	Perry	OH
Report 2696: Nighttime sighting by three in car, on Sprucevale Rd. near Calcutta | Class A | Columbiana County 	1982-06-15T12:00:00Z	-80.58332	40.70386	2696	A	39029	Columbiana	OH
Report 2850: Two friends witness tall, hairy creature drinking from a pond | Class A | Stark County 	1995-02-15T12:00:00Z	-81.35575	40.74065	2850	A	39151	Stark	OH
Report 2902: Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream | Class A | Defiance County 	1998-05-24T12:00:00Z	-84.38103	41.2625	2902	A	39039	Defiance	OH
Report 3080: A family's encounters with a reddish brown beast outside of Newcomerstown, Ohio | Class A | Tuscarawas County 	1997-05-01T12:00:00Z	-81.51749	40.27488	3080	A	39157	Tuscarawas	OH
Report 3180: Early evening sighting by two children, near Layman | Class A | Washington County 	1978-07-04T12:00:00Z	-81.73172	39.40877	3180	A	39167	Washington	OH
Report 3248: Bainbridge (Chagrin Falls) Ohio resident reports multiple sightings | Class A | Geauga County 	2001-10-26T12:00:00Z	-81.33974000000001	41.39803	3248	A	39055	Geauga	OH
Report 3293: Three fox hunters witness a "Freak of nature bear" step over a fence and walk into a thicket.  | Class A | Morrow County 	1978-01-01T12:00:00Z	-82.80257	40.4764	3293	A	39117	Morrow	OH
Report 3301: Daytime sighting in a wooded area a few miles east of Interstate 271 | Class A | Geauga County 	1980-08-15T12:00:00Z	-81.37260000000001	41.47349	3301	A	39055	Geauga	OH
Report 3315: Nighttime sighting by mother and son in Lynx, near West Union | Class A | Adams County 	2002-05-26T12:00:00Z	-83.39134	38.73687	3315	A	39001	Adams	OH
Report 3351: Late night sighting by teen at Lost Creek Golf Course | Class A | Allen County 	1987-03-15T12:00:00Z	-84.06565000000001	40.73412	3351	A	39003	Allen	OH
Report 3380: Two high school students are chased by large unknown creature | Class A | Ashland County 	1991-09-15T12:00:00Z	-82.32803	40.82327	3380	A	39005	Ashland	OH
Report 3381: A group of canoers see a large, black creature along the river bank | Class A | Holmes County 	1997-07-03T12:00:00Z	-82.23988	40.59935	3381	A	39005	Ashland	OH
Report 3651: Sighting in the Audubon wildlife preserve, outside Aurora | Class A | Portage County 	1962-06-06T12:00:00Z	-81.30896	41.30265	3651	A	39133	Portage	OH
Report 3686: Another nighttime incident near Hoadley, off Hoadley Road (Wayne Nat. For.) | Class A | Gallia County 	1998-05-25T12:00:00Z	-82.54968	38.79833	3686	A	39053	Gallia	OH
Report 3767: Late night sighting in Wayne National Forest, off Hoadley Road | Class A | Gallia County 	1998-09-03T12:00:00Z	-82.55177	38.79381	3767	A	39053	Gallia	OH
Report 3920: Hunters have several encounters near Ash Cave State Park | Class A | Hocking County 	1980-10-31T12:00:00Z	-82.52238	39.39935	3920	A	39073	Hocking	OH
Report 4073: White hair covered creature seen at the edge of a cornfield | Class A | Washington County 	1984-07-04T12:00:00Z	-81.54855000000001	39.46019	4073	A	39167	Washington	OH
Report 4176: Evening sighting by two young boys | Class A | Adams County 	1999-04-26T12:00:00Z	-83.28128	38.83859	4176	A	39001	Adams	OH
Report 4200: Late night sighting by motorists on Austin Road in Geneva | Class A | Ashtabula County 	1991-07-01T12:00:00Z	-80.93665	41.81835	4200	A	39007	Ashtabula	OH
Report 4202: Evening sighting by squirrel hunter in woods behind old brick Kilns | Class A | Athens County 	1994-09-01T12:00:00Z	-82.24257	39.45789	4202	A	39009	Athens	OH
Report 4306: Sighting at a home on Duke Vodrey Rd., above Beaver Creek.  | Class A | Columbiana County 	1980-06-01T12:00:00Z	-80.55217	40.76533	4306	A	39029	Columbiana	OH
Report 4307: Late night sighting by children at a home in Calcutta | Class A | Columbiana County 	1971-06-30T12:00:00Z	-80.57164	40.6807	4307	A	39029	Columbiana	OH
Report 4409: A series of encounters on Haga Ridge near the Wayne National Forest | Class A | Athens County 	2002-05-16T12:00:00Z	-81.85330999999999	39.28537	4409	A	39009	Athens	OH
Report 4484: A series of sightings, screams, and smells near an abandoned strip mine | Class A | Stark County 	1978-07-01T12:00:00Z	-81.51075	40.67979	4484	A	39151	Stark	OH
Report 4498: Late afternoon sighting by motorist on I-675 near Beavercreek | Class A | Greene County 	2002-06-01T12:00:00Z	-84.09157999999999	39.74961	4498	A	39057	Greene	OH
Report 4556: Midnight sighting by motorist on Coy Rd | Class A | Defiance County 	1977-01-01T12:00:00Z	-84.54476	41.34728	4556	A	39039	Defiance	OH
Report 4557: Saturday morning sighting by a motorist on William's Road | Class A | Franklin County 	1997-06-01T12:00:00Z	-83.00142	39.89203	4557	A	39049	Franklin	OH
Report 4558: Young squirrel hunter has evening sighting on family property near Birds Run | Class A | Guernsey County 	1998-10-15T12:00:00Z	-81.63656	40.17699	4558	A	39059	Guernsey	OH
Report 4659: Couple hears vocalization late at night - son finds prints near Okeana | Class A | Butler County 	2002-07-14T12:00:00Z	-84.79429	39.37509	4659	A	39017	Butler	OH
Report 4672: Midnight sighting by two witnesses near Okeana | Class A | Butler County 	2001-06-06T12:00:00Z	-84.80137999999999	39.37215	4672	A	39017	Butler	OH
Report 4731: A woman sitting on a bench in a park sees a large hairy creature behind a four foot wall staring at her | Class A | Lake County 	1981-07-01T12:00:00Z	-81.1438	41.7164	4731	A	39085	Lake	OH
